,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-972-0-71805-1,<Os >mauzões,"Blabey, Aaron, 1974-",Porto Editora,2018-,http://urn.bn.pt/isbn/mods/xml?id=9789720718051
0,978-989-54018-0-2,<O >sonho desliza perfumado,"Cotrim, João Paulo, 1965-",Biblioteca Silva,imp. 2018,http://urn.bn.pt/isbn/mods/xml?id=9789895401802
0,978-989-616-819-3,<A >biodiversidade,"Reeves, Hubert, 1932-",Gradiva,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896168193
0,978-989-54018-3-3,Tóssan,"Silva, Jorge",Arranha-Céus,D.L. 2018,http://urn.bn.pt/isbn/mods/xml?id=9789895401833
0,978-989-682-677-2,"Primeiro disparo, última rodada","Azzarello, Brian, 1962-",Levoir,D.L. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789896826772
0,978-989-682-780-9,Morte,"Gaiman, Neil, 1960-",Vertigo,D.L. 2018,http://urn.bn.pt/isbn/mods/xml?id=9789896827809
0,978-989-682-778-6,"John Constantine, Hellblazer","Azzarello, Brian, 1962-",Levoir,cop. 2018,http://urn.bn.pt/isbn/mods/xml?id=9789896827786
0,978-989-682-784-7,<A >caminho do Texas,"Ennis, Garth",Levoir,D.L. 2018,http://urn.bn.pt/isbn/mods/xml?id=9789896827847
0,978-972-37-1948-2,Três histórias desenhadas,"Negreiros, José de Almada",Assírio & Alvim,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-37-1948-2
0,978-989-707-702-9,História da carochinha e outros contos populares portugueses,"Coelho, Adolfo, 1847-1919",Fábula,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-702-9
0,978-972-27-2515-6,"Querida Leonor, Marquesa de Alorna","Boléo, Luísa V. Paiva, 1942-",Imprensa Nacional,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-27-2515-6
0,978-989-52-2208-7,<O >alimentador de aves,"Vaz, José, 1940-",Chiado Editora Kids,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-52-2208-7
0,978-989-707-665-7,Porque bate o coração?,"Lopes, João Paisana",Booksmile,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897076657
0,978-989-777-041-8,"Eu tenho amigos, Norberto?","Santos, Margarida Fonseca, 1960-",Planeta Manuscrito,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-777-041-8
0,978-989-707-666-4,Hoje é dia de consulta,"Machado, Maria do Céu, 1950-",Booksmile,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897076664
0,978-989-777-042-5,"Eu tenho medo, Norberto...","Santos, Margarida Fonseca, 1960-",Planeta Manuscrito,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-777-042-5
0,978-972-21-2946-6,Dentro de uma caixa,"Letria, José Jorge, 1951-",Caminho,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2946-6
0,978-972-21-2953-4,<O >secador de livros,"Almeida, Carla Maia de, 1969-",Caminho,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2953-4
0,978-989-23-4171-2,Quando o regato secou,"Mota, António, 1957-",ASA,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-23-4171-2
0,978-989-776-197-3,<O >menino que gritou para dentro,"Ventura, Ana",Zero a Oito,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-776-197-3
0,978-989-776-184-3,<A >loja das palermices,"Letria, José Jorge, 1951-",Zero a Oito,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-776-184-3
0,978-972-24-1869-0,Monstro rosa,"Dios, Olga de, 1979-",Livros Horizonte,2018,http://urn.bn.pt/isbn/mods/xml?id=9789722418690
0,978-989-20-8332-2,Timóteo,"Taylor, Marco, 1973-",s.n.],2018,http://urn.bn.pt/isbn/mods/xml?id=9789892083322
0,978-989-616-844-5,Magalhães até ao fim do mundo,"Clot, Christian, 1972-",Gradiva,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896168445
0,978-989-8513-89-2,Malditos amigos,"Diniz, André, 1975-",Polvo,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898513892
0,978-972-0-72907-1,<O >livro do Natal,"Menéres, Maria Alberta, 1930-2019",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72907-1
0,978-972-0-71798-6,Contos gregos,"Sérgio, António, 1883-1969",Porto Editora,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-71798-6
0,978-989-99561-6-2,"<A >lenda do menino da gralha, ou a história do menino que vivia no meio do mar e queria ter asas","Santos, Julieta Aurora",Simon's Books,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-99561-6-2
0,978-989-8881-05-2,Contos de encantar,"Cummings, E. E., 1894-1962",Ponto de Fuga,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8881-05-2
0,978-972-0-72902-6,Histórias de tempo vai tempo vem,"Menéres, Maria Alberta, 1930-2019",Porto Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72902-6
0,978-972-24-1851-5,<O >rapaz do nariz comprido e outros contos,"Soares, Luísa Ducla, 1939-",Livros Horizonte,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-24-1851-5
0,978-989-98655-7-0,Amigos de São Saturnino,"Prieto, Francisco",Fundação Maria Dias Ferreira e Câmara Municipal de Ferreira do Zêzere,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-98655-7-0
0,978-989-97963-4-8,Helena Almeida,"Brito, Mafalda, 1979-",Barca do Inferno,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-97963-4-8
0,978-989-8725-08-0,Francisco de Holanda,"Letria, José Jorge, 1951-",Associação para a Promoção Cultural da Criança,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8725-08-0
0,978-989-707-420-2,Ter uma irmã é...,"Xavier, Lara, 1971-",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-420-2
0,978-972-24-1860-7 ,<O >cuquedo e um amor que mete medo,"Cunha, Clara, 1971-",Livros Horizonte,2019,http://urn.bn.pt/isbn/mods/xml?id=978-972-24-1860-7
0,978-972-24-1861-4,<A >verdadeira história do Pai Natal,"Lobão, Alexandre",Livros Horizonte,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-24-1861-4
0,978-989-707-419-6,Álbum de famílias,"Amorim, Susana, 1976-",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-419-6
0,978-972-24-1816-4,Feitiços,"Gravett, Emily, 1972-",Livros Horizonte,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-24-1816-4
0,978-989-707-680-0,<A >viagem,"Sanna, Francesca",Fábula,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-680-0
0,978-989-98921-8-7,Matilde Rosa Araújo,"Carvalho, Adélia",Tcharan,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-98921-8-7
0,978-972-53-0617-8,<O >melro artista,"Deuchars, Marion, 1964-",Bizâncio,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0617-8
0,978-989-665-161-9,<O >dia especial do Elmer,"MacKee, David, 1935-",Nuvem de Letras,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-665-161-9
0,978-989-665-158-9,<O >Natal do Elmer,"MacKee, David, 1935-",Nuvem de Letras,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-665-158-9
0,978-989-665-328-6,<O >Elmer e a Rosa,"MacKee, David, 1935-",Nuvem de Letras,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-665-328-6
0,978-989-665-309-5,Há um monstro no teu livro,"Fletcher, Tom, 1985-",Nuvem de Letras,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-665-309-5
0,978-972-24-1872-0,"Não tenhas medo, lobo mau!","Cunha, Clara, 1971-",Livros Horizonte,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-24-1872-0
0,978-989-776-210-9,<O >Narciso com pelos no nariz,"Pereira, Andreia Penso, 1979-",Zero a Oito,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-776-210-9
0,978-989-233-667-1,<O >herói da capa preta,"Leitão, Pedro, 1965-",Gailivro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-233-667-1
0,978-989-641-618-8,<A >praia de noite,"Ferrante, Elena, pseud.",Relógio d'Água,cop. 2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-641-618-8
0,978-989-54051-1-4,<O >dia em que me tornei pássaro,"Chabbert, Ingrid, 1978-",The Poets and Dragons Society,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-54051-1-4
0,978-972-24-1849-2,"Fazer, conhecer, criar - manual de aventura","Zanoncelli, Anastasia, 1973-",Livros Horizonte,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722418492
0,978-989-8513-31-1,Olimpo tropical,"Diniz, André, 1975-",Polvo,2017,http://urn.bn.pt/isbn/mods/xml?id=9789898513311
0,978-989-702-406-1,Pranto de Maria Parda ;,"Vicente, Gil, ca 1465-ca 1536",Guerra & Paz,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-702-406-1
0,978-989-702-430-6,Frei Luís de Sousa,"Garrett, Almeida, 1799-1854",Guerra & Paz,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-702-430-6
0,978-972-37-2002-0,Teatro escolhido,"Negreiros, Almada, 1893-1970",Assírio & Alvim,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-37-2002-0
0,978-989-99542-3-6,<O >inferno,"Santareno, Bernardo, pseud.",E-Primatur,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-99542-3-6
0,978-989-8872-00-5,<O >crime de aldeia velha,"Santareno, Bernardo, pseud.",E-Primatur,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8872-00-5
0,978-972-27-2477-7,Alfredo Cortez,"Fadda, Sebastiana, 1961-",[s.n.],2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-27-2477-7
0,978-972-27-2443-2,Companhia Rey Colaço-Robles Monteiro,"Leal, Joana d'Eça, 1985-",[s.n.],2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-27-2443-2
0,978-972-20-6041-7,<Os >memoráveis,"Jorge, Lídia, 1946-",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-20-6041-7
0,978-989-8688-60-6,"Poemas dispersos, alterados ou destruídos","Quental, Antero de, 1842-1891",Abysmo,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898688606
0,978-989-671-399-7,<As >fadas,"Quental, Antero de, 1842-1891",Tinta-da-China,2017,http://urn.bn.pt/isbn/mods/xml?id=9789896713997
0,978-989-665-230-2,<Os >cem melhores poemas portugueses dos últimos cem anos,"Silva, José Mário, 1972-",Companhia das Letras,2017,http://urn.bn.pt/isbn/mods/xml?id=9789896652302
0,978-989-671-366-9,Tardio,"Oliveira, Rosa, 1958-",Tinta da China,2017,http://urn.bn.pt/isbn/mods/xml?id=9789896713669
0,978-989-682-776-2,Batman,"Marini, Enrico, 1969-",Levoir,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896827762
0,978-972-20-6040-0,Se isto é um homem,"Levi, Primo, 1919-1987",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-20-6040-0
0,978-989-665-663-8,Anne Frank,"Sánchez Vegara, María Isabel",Nuvem de Letras,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896656638
0,978-989-665-666-9,Amelia Earhart ,"Sánchez Vegara, María Isabel",Nuvem de Letras,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896656669
0,978-989-707-454-7,"<Um >peixe, dois peixes, peixe encarnado, peixe azulado","Dr. Seuss, pseud.",Booksmile,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897074547
0,978-989-8872-11-1,Contos completos e outros textos,"Proust, Marcel, 1871-1922",E-Primatur,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898872111
0,978-989-665-248-7,Morreria por ti e outras histórias esquecidas,"Fitzgerald, F. Scott, 1896-1940",Alfaguara,2017,http://urn.bn.pt/isbn/mods/xml?id= 978-989-665248-7
0,978-972-21-2821-6,<O >rio triste,"Namora, Fernando, 1919-1989",Caminho,cop. 2016,http://urn.bn.pt/isbn/mods/xml?id=9789722128216
0,978-989-99438-3-4,Nos mares do fim do mundo,"Santareno, Bernardo, pseud.",E-Primatur,2016,http://urn.bn.pt/isbn/mods/xml?id=9789899943834
0,978-989-665-504-4,Tu não és como as outras mães,"Schrobsdorff, Angelika, 1927-",Alfaguara,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896655044
0,978-989-665-192-3,<O >deslumbre de Cecilia Fluss,"Tordo, João, 1975-",Companhia das Letras,2017,http://urn.bn.pt/isbn/mods/xml?id=9789896651923
0,978-989-665-566-2,Berta Isla,"Marías, Javier, 1951-",Alfaguara,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896655662
0,978-989-8775-33-7,<O >luto de Elias Gro,"Tordo, João, 1975-",Companhia das Letras,2015,http://urn.bn.pt/isbn/mods/xml?id=9789898775337
0,978-972-25-3345-4,<O >homem da nave,"Ribeiro, Aquilino, 1885-1963",Bertrand,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722533454
0,978-989-99542-5-0,<O >caso do camarada Tvlaev,"Serge, Victor, 1890-1947",E-Primatur,2016,http://urn.bn.pt/isbn/mods/xml?id=9789899954250
0,978-989-8872-01-2,Babbitt,"Lewis, Sinclair, 1885-1951",E-Primatur,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898872012
0,978-989-671-385-0,<O >casamento,"Rodrigues, Nelson, 1912-1980",Tinta da China,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-385-0
0,978-989-66-0506-3,Mau tempo no canal,"Nemésio, Vitorino, 1901-1978",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0506-3
0,978-989-8872-10-4,Tarass Bulba,"Gogol, Nicolas, 1809-1852",E-Primatur,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8872-10-4
0,978-972-20-6478-1,<O >lobo das estepes,"Hesse, Hermann, 1877-1962",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-20-6478-1
0,978-989-66-0421-9,Memórias de Adriano ;,"Yourcenar, Marguerite, pseud.",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0421-9
0,978-989-66-0513-1,<A >colmeia,"Cela, Camilo José, 1916-2002",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0513-1
0,978-989-66-0489-9,<O >fio da navalha,"Maugham, W. Somerset, 1874-1965",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0489-9
0,978-989-66-0529-2,<O >testamento do Sr. Napumoceno da Silva Araújo,"Almeida, Germano, 1945-",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0529-2
0,978-989-66-0504-9,<A >trilogia de Nova Iorque,"Auster, Paul, 1947-",Leya,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-66-0504-9
0,978-989-671-371-3,<A >guerra de Samuel e outros contos,"Gomes, Paulo Varela, 1952-2016",Tinta-da-China,2017,http://urn.bn.pt/isbn/mods/xml?id= 978-989671- 371-3
0,978-989-722-367-9,<O >ano em que Zumbi tomou o rio,"Agualusa, José Eduardo, 1960-",Quetzal,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-722-367-9
0,978-989-665-693-5,Viva México,"Coelho, Alexandra Lucas, 1967-",Companhia das Letras,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896656935
0,978-972-21-2888-9,<O >bebedor de horizontes,"Couto, Mia, pseud.",Caminho, 2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-21-2888-9
0,978-972-21-2872-8,Domingo à tarde,"Namora, Fernando, 1919-1989",Caminho,cop. 2017,http://urn.bn.pt/isbn/mods/xml?id=9789722128728
0,978-989-702-332-3,<O >que fazer?,"Chernyshevsky, Nikolai Gavrilovich, 1828-1889",Guerra & Paz,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897023323
0,978-989-702-376-7,Bom crioulo,"Caminha, Adolfo, 1867-1897",Guerra & Paz,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897023767
0,978-989-702-282-1,Viagens na minha terra,"Garrett, Almeida, 1799-1854",Guerra & Paz,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897022821
0,978-989-702-261-6,El-Rei Junot,"Brandão, Raúl, 1867-1930",Guerra & Paz,2017,http://urn.bn.pt/isbn/mods/xml?id=9789897022616
0,978-989-99715-0-9,Jurgen,"Cabell, James Branch, 1879-1958",E-Primatur,2016,http://urn.bn.pt/isbn/mods/xml?id=9789899971509
0,978-989-99438-5-8,<O >salão vermelho,"Strindberg, August, 1849-1912",E-Primatur,2015,http://urn.bn.pt/isbn/mods/xml?id=9789899943858
0,978-989-99715-4-7,Forte como a morte ;,"Maupassant, Guy de, 1850-1893",E-Primatur,2017,http://urn.bn.pt/isbn/mods/xml?id=9789899971547
0,978-972-27-2548-4,António Lobo Antunes,"Sá, Jorge Reis, 1977-",Imprensa Nacional-Casa da Moeda,2018,http://urn.bn.pt/isbn/mods/xml?id=9789722725484
0,978-972-27-2621-4,"Humberto Delgado,a coragem do general sem medo","Letria, José Jorge, 1951-",Pato Lógico,2018,http://urn.bn.pt/isbn/mods/xml?id=9789722726214
0,978-989-707-725-8,De cabelos em pé,"Macedo, Maria Francisca, 1988-",Booksmile,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897077258
0,978-989-671-447-5,Campo de sangue,"Cardoso, Dulce Maria, 1964-",Tinta-da-China,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-447-5
0,978-989-641-876-2,<Um >bailarino na Batalha,"Correia, Hélia, 1949-",Relógio d'Água,cop. 2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-641-876-2
0,978-989-671-438-3,Ler Pessoa,"Pizarro, Jerónimo, 1977-",Tinta-da-China,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-438-3
0,978-972-37-2065-5,Ficções do interlúdio,"Pessoa, Fernando, 1888-1935",Assírio & Alvim,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-37-2065-5
0,978-989-671-453-6,Estar vivo aleija,"Pereira, Ricardo Araújo, 1974-",Tinta-da-China,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-671-453-6
0,978-989-760-220-7,Change to change,"Rocha, Ivone",Plátano Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897602207
0,978-972-618-708-0,Planeta verde,"Aires, Luís M.",Sílabo,2013,http://urn.bn.pt/isbn/mods/xml?id=9789726187080
0,978-989-676-231-5,Scaramouche,"Sabatini, Rafael, 1875-1950",Sextante,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-676-231-5
0,978-989-676-211-7,<Os >três mosqueteiros,"Dumas, Alexandre, 1802-1870",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896762117
0,978-989-676-219-3,<A >ilha do tesouro,"Stevenson, Robert Louis, 1850-1894",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-676-219-3
0,978-989-676-225-4,Krabat,"Preussler, Otfried, 1923-2013",Sextante,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-676-225-4
0,978-989-676-213-1,<As >aventuras de Robin dos Bosques,"Pyle, Howard, 1853-1911",Sextante,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-676-213-1
0,978-972-25-3456-7,Papillon,"Charrière, Henri, 1907-1973",11-17,2017,http://urn.bn.pt/isbn/mods/xml?id=9789722534567
0,978-972-0-72684-1,<O >gigante egoísta ;,"Wilde, Oscar, 1854-1900",Porto Editora,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72684-1
0,978-972-0-72655-1,Fábulas de La Fontaine,"La Fontaine, Jean de, 1621-1695",Porto Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72655-1
0,978-972-0-72667-4,<A >aia e outros contos,"Queirós, Eça de, 1845-1900",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72667-4
0,978-972-0-72863-0,Contos tradicionais do povo português,"Braga, Teófilo, 1843-1924",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72863-0
0,978-989-8349-56-9,Preparação do ator no seu processo criador de vivência das emoções,"Stanislavski, Konstantin, pseud.",Teatro Nacional D. Maria II,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-834956-9
0,978-989-54018-4-0,<A >Vera teve um sono e outras histórias,"Pereira, Helder Moura, 1949-",Arranha-Céus,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-54018-4-0
0,978-989-707-747-0,<O >livro dos erros,"Luyken, Corinna, 1978-",Fábula,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-707-747-0
0,978-972-0-71008-6,Está uma cobra na minha escola,"Walliams, David, 1971-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-71008-6
0,978-972-0-03033-7,<As >piores crianças do mundo 2,"Walliams, David, 1971-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-03033-7
0,978-989-665-704-8,Páginas de livros infantis rejeitadas,"Markl, Nuno, 1971-",Objetiva,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-665-704-8
0,978-989-8868-35-0,"Oh não, Sebastião!","Haughton, Chris, 1978-",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8868-35-0
0,978-989-8868-23-7,Aqui estamos nós,"Jeffers, Oliver, 1977-",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8868-23-7
0,978-989-8868-13-8,"<O >lobo, o pato & o rato","Barnett, Mac, 1982-",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8868-13-8
0,978-989-8868-28-2,<A >viagem,"Salinas, Veronica",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898868282
0,978-989-8868-27-5,Impossível,"Sobral, Catarina, 1985-",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8868-27-5
0,978-989-8868-26-8,<O >olharapo,"Davies, Benji, 1980-",Orfeu Negro,2018,http://urn.bn.pt/isbn/mods/xml?id=978-989-8868-26-8
0,978-972-53-0618-5,"Quando Albert se tornou Einstein, 1895-1901","Bracco, Christian",Bizâncio,2018,http://urn.bn.pt/isbn/mods/xml?id=9789725306185
0,978-972-0-70737-6,<Os >dinossauros,"Nille, Peggy, 1972-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789720707376
0,978-972-0-70738-3,<Os >animais do mundo,"Nille, Peggy, 1972-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789720707383
0,978-972-0-70680-5,<O >que deves saber antes de ires para a escola,"Amaral, Rita",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789720706805
0,978-972-0-70955-4,"Corpo humano, livro com lanternas","Butterfield, Moira, 1961-",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=9789720709554
0,978-989-660-485-1,No mundo da realidade virtual,"Challoner, Jack",Texto,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896604851
0,978-972-618-953-4,Identidade de género e orientação sexual na prática clínica,"Macedo, Ana",Sílabo,2018,http://urn.bn.pt/isbn/mods/xml?id=9789726189534
0,978-989-23-4174-3,"Mundo Jurássico, reino caído","Rowlands, Caroline",ASA,2018,http://urn.bn.pt/isbn/mods/xml?id=9789892341743
0,978-989-707-681-7,<As >corujas bebés,"Waddell, Martin, 1941-",Fábula,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897076817
0,978-989-8872-20-3,<A >loja de antiguidades,"Dickens, Charles, 1812-1870",E-Primatur,2018,http://urn.bn.pt/isbn/mods/xml?id=9789898872203
0,978-989-616-862-9,<A >menina que via o mar de várias cores,"Brotas, Vanda, 1958-",Gradiva,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896168629
0,978-989-616-868-1,Genética para todos,"Santos, Heloísa G., 1943-",Gradiva,2019,http://urn.bn.pt/isbn/mods/xml?id=9789896168681
0,978-989-616-860-5,"Curvas ideais, relações desconhecidas e outras histórias da matemática","Buescu, Jorge, 1964-",Gradiva,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896168605
0,978-989-702-414-6,<Os >desastres de Sofia,"Ségur, Condessa de, 1799-1874",Guerra e Paz,2018,http://urn.bn.pt/isbn/mods/xml?id=9789897024146
0,978-972-0-03094-8,Todas as fábulas,"Sepúlveda, Luis, 1949-2020",Porto Editora,2018,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-03094-8
0,978-972-27-2513-2,Alexandre Serpa Pinto,"Martins, Luís Almeida, 1949-",Imprensa Nacional Casa da Moeda,2016,http://urn.bn.pt/isbn/mods/xml?id=9789722725132
0,978-972-0-72840-1,George e seta despedida,"Carvalho, Maria Judite de, 1921-1998",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=9789720728401
0,978-989-641-860-1,Pippi das meias altas nos mares do sul,"Lindgren, Astrid Ericsson, 1907-2002",Relógio d'Água,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896418601
0,978-972-0-72692-6,<As >aventuras de Pinóquio,"Collodi, Carlo, pseud.",Porto Editora,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72692-6
0,978-972-0-72720-6,História trágico-marítima,"Sérgio, António, 1883-1969",Porto Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-0-72720-6
0,978-989-641-837-3,Grandes esperanças,"Dickens, Charles, 1812-1870",Relógio d'Água,2018,http://urn.bn.pt/isbn/mods/xml?id=9789896418373
